node1,node2,combined_score
STX1A,PPFIA1,926
MAPK8IP3,PPFIA1,716
LSM7,WDR44,809
SF3A1,FUS,917
SNRPD3,FUS,909
PHF5A,FUS,925
PABPN1,FUS,929
CSTF1,FUS,900
HNRNPL,FUS,965
SF3A2,FUS,975
DDX5,FUS,942
PRPF19,FUS,922
SRSF9,FUS,924
SF3B6,FUS,915
TARDBP,FUS,957
NAA50,FUS,872
SNRPA,FUS,930
SNRPC,FUS,954
SYMPK,FUS,917
SNRPB2,FUS,914
LSM8,FUS,916
LSM7,FUS,905
SF3A1,SNRPA1,999
SNRPD3,SNRPA1,999
PHF5A,SNRPA1,999
PABPN1,SNRPA1,928
CSTF1,SNRPA1,920
HNRNPL,SNRPA1,941
SF3A2,SNRPA1,999
DDX5,SNRPA1,941
PRPF19,SNRPA1,999
SRSF9,SNRPA1,932
SF3B6,SNRPA1,957
SNRPA,SNRPA1,999
SNRPC,SNRPA1,991
SYMPK,SNRPA1,951
SNRPB2,SNRPA1,999
LSM8,SNRPA1,997
LSM7,SNRPA1,997
FUS,SNRPA1,911
ARF5,ACTR10,907
FKBP4,ACTR10,904
MAPK1,ACTR10,913
ARSA,ACTR10,900
CTSG,ACTR10,900
PYGB,ACTR10,910
DCTN6,ACTR10,998
YKT6,ACTR10,913
MPO,ACTR10,900
CTSC,ACTR10,904
TTR,ACTR10,910
C3,ACTR10,900
PYCARD,ACTR10,900
COPB1,ACTR10,919
ACLY,ACTR10,905
TTLL12,DNAJB1,817
AHSA1,DNAJB1,849
STUB1,DNAJB1,763
EDF1,DNAJB1,753
HSPE1,DNAJB1,751
HSPB1,DNAJB1,778
RAB3A,WDR7,705
SLC32A1,SLC6A11,721
AAAS,NUP210,953
SNRPD3,NUP210,911
NUTF2,NUP210,927
AGO2,NUP210,906
SRSF9,NUP210,906
NUP155,NUP210,984
NEK9,NUP210,902
DDX39A,NUP210,904
SYMPK,NUP210,900
MRPS35,PTCD3,999
MRPS7,PTCD3,993
MAPK1,ILKAP,853
RAP1B,RAP1GAP2,978
RFC2,RPA1,989
MCM5,RPA1,991
APEX1,RPA1,949
RPA3,RPA1,999
RPL19,RPA1,705
PRPF19,RPA1,942
MSH2,RPA1,993
MSH6,RPA1,981
COL1A1,SERPINF1,738
P3H1,SERPINF1,721
EIF3E,EEFSEC,714
RPL18A,EEFSEC,910
RPL19,EEFSEC,909
RPS12,EEFSEC,943
RPS16,EEFSEC,947
EIF3G,EEFSEC,772
SCLY,EEFSEC,743
PTCD3,GRSF1,724
LAP3,JCHAIN,749
STAG2,TERF2,916
CHMP4B,VPS4A,994
VPS4B,VPS4A,986
TSG101,VPS4A,987
AAAS,HSPA12B,905
ST13,HSPA12B,924
NUP155,HSPA12B,909
DNAJB1,HSPA12B,940
NUP210,HSPA12B,901
VAMP3,SNAP25,979
SLC2A3,SNAP25,909
STX1B,SNAP25,996
SNAP29,SNAP25,939
ATP6V1D,SNAP25,902
SLC32A1,SNAP25,973
PGRMC1,SNAP25,900
SLC17A7,SNAP25,972
RAB3A,SNAP25,991
STX1A,SNAP25,999
YKT6,SNAP25,900
MLEC,SNAP25,900
TMEM30A,SNAP25,902
BNIP1,SNAP25,795
SNAP23,SNAP25,904
COPB1,SNAP25,902
SNX4,SNAP25,913
EXOC4,SNAP25,702
PPFIA1,SNAP25,935
LTF,APCS,913
APOA1,APCS,952
TTR,APCS,967
MCM5,NASP,919
RPA3,NASP,839
ASF1A,NASP,989
MSH2,NASP,835
VCL,AP3B1,901
MAPK1,AP3B1,905
CSK,AP3B1,904
CPD,AP3B1,903
ZC3HAV1,AP3B1,917
RAP1B,AP3B1,917
HIP1R,AP3B1,906
VCL,CHI3L1,901
CTSZ,CHI3L1,912
NFKB1,CHI3L1,904
LTF,CHI3L1,932
CTSD,CHI3L1,923
AHSA1,HSPBP1,849
CSTF1,HSPBP1,873
STUB1,HSPBP1,870
RPL18A,HSPBP1,706
EDF1,HSPBP1,717
RPL19,HSPBP1,714
DNAJB1,HSPBP1,768
SERPIND1,PI4KA,762
SNAP29,PI4KA,738
CDIPT,PI4KA,955
VTN,PI4KA,900
PLCG1,PI4KA,705
WASL,ACTR3B,815
ARPC3,ACTR3B,987
RALA,KRAS,914
PPP5C,KRAS,915
VCL,KRAS,937
MAPK1,KRAS,985
CSK,KRAS,936
PPP2CB,KRAS,932
CDC37,KRAS,914
EFNB3,KRAS,905
NFKB1,KRAS,932
GNB4,KRAS,720
ZC3HAV1,KRAS,900
YWHAH,KRAS,930
RAP1B,KRAS,920
ARHGEF6,KRAS,827
AP3B1,KRAS,932
AAAS,IPO8,912
AGO2,IPO8,951
NUP155,IPO8,928
NUP210,IPO8,907
GDAP1,PMP2,907
ENO1,PMP2,878
DSTN,PMP2,748
GDAP1,SBF2,756
GNB4,RRAS2,720
RRAS,RRAS2,810
ARHGEF6,RRAS2,823
EIF3D,EIF2S1,980
PSMA3,EIF2S1,798
EIF5,EIF2S1,997
EIF3E,EIF2S1,995
RPL18A,EIF2S1,988
RPL19,EIF2S1,973
RPS12,EIF2S1,998
EIF2AK2,EIF2S1,983
MRPS7,EIF2S1,825
EIF3K,EIF2S1,982
RPS16,EIF2S1,997
EIF2S3,EIF2S1,999
EIF3G,EIF2S1,997
EEFSEC,EIF2S1,770
MCM5,ELP3,810
MRPS35,MRPS36,911
MRPS7,MRPS36,933
PTCD3,MRPS36,959
GAPDH,CAMK1,769
ATIC,AMPD2,919
GSS,GSTM5,716
GSR,GSTM5,727
GSTM2,GSTM5,959
GSS,GSTM3,752
GSR,GSTM3,858
GSTM2,GSTM3,990
GSTM5,GSTM3,939
CPD,SORT1,935
APOB,SORT1,951
CTSD,SORT1,731
APOE,SORT1,746
HIP1R,SORT1,903
AP3B1,SORT1,913
NME3,CMPK2,919
UMPS,CMPK2,960
NT5C,CMPK2,903
RRM2B,CMPK2,934
SF3A1,PRPF38A,955
SNRPD3,PRPF38A,998
PHF5A,PRPF38A,997
PABPN1,PRPF38A,907
CSTF1,PRPF38A,902
CSNK2A1,PRPF38A,900
HNRNPL,PRPF38A,903
SF3A2,PRPF38A,929
DDX5,PRPF38A,907
PRPF19,PRPF38A,953
SRSF9,PRPF38A,908
SF3B6,PRPF38A,936
SNRPA,PRPF38A,979
SNRPC,PRPF38A,951
SYMPK,PRPF38A,912
SNRPB2,PRPF38A,995
LSM8,PRPF38A,996
LSM7,PRPF38A,996
FUS,PRPF38A,904
SNRPA1,PRPF38A,997
PLCG1,PDGFRA,973
KRAS,PDGFRA,955
DAZAP1,MSI1,813
NAMPT,NT5E,916
CD38,NT5E,709
UMPS,NT5E,930
ATIC,NT5E,921
NT5C,NT5E,886
AMPD2,NT5E,712
CMPK2,NT5E,900
PSMD10,CDK4,729
CDC37,CDK4,982
RPA3,CDK4,918
YBX3,CDK4,735
SKP1,CDK4,948
WDR77,CDK4,978
TRAP1,CDK4,700
RPA1,CDK4,930
KRAS,CDK4,715
TRAF2,HTRA2,946
PPP5C,CCT7,922
PSMA4,CCT7,753
PSMC4,CCT7,870
EIF3D,CCT7,786
PSMA3,CCT7,920
TUBB1,CCT7,919
USP11,CCT7,903
STUB1,CCT7,826
PPP2CB,CCT7,891
FBL,CCT7,760
CDC37,CCT7,933
RPL18A,CCT7,889
PSMA2,CCT7,826
RPL19,CCT7,783
C1QBP,CCT7,733
RPS12,CCT7,924
GNB4,CCT7,903
HSPE1,CCT7,736
TUBA4A,CCT7,918
RPS16,CCT7,939
TRIM28,CCT7,825
EIF2S3,CCT7,848
EIF2S1,CCT7,947
MAPK1,GNS,905
ARSA,GNS,925
CTSG,GNS,904
PYGB,GNS,922
CTSZ,GNS,905
MPO,GNS,905
NAGLU,GNS,760
CTSC,GNS,920
TTR,GNS,916
C3,GNS,906
PYCARD,GNS,900
ACLY,GNS,900
ACTR10,GNS,900
ARF5,DYNC1LI2,900
FKBP4,DYNC1LI2,902
ZW10,DYNC1LI2,923
STAG2,DYNC1LI2,902
DCTN6,DYNC1LI2,958
PPP2CB,DYNC1LI2,904
YKT6,DYNC1LI2,900
COPB1,DYNC1LI2,902
ACTR10,DYNC1LI2,918
VPS4A,DYNC1LI2,757
VAMP3,STX6,993
STX1B,STX6,938
SNAP29,STX6,980
VPS18,STX6,799
STX1A,STX6,978
YKT6,STX6,949
BNIP1,STX6,912
SNAP23,STX6,994
SNX4,STX6,913
SNAP25,STX6,981
ITGA3,LAMC1,954
RCN1,LAMC1,911
ITGB4,LAMC1,936
SERPIND1,LAMC1,900
LGALS1,LAMC1,930
NID2,LAMC1,990
TIMP1,LAMC1,922
SCG3,LAMC1,900
LAMB1,LAMC1,992
WFS1,LAMC1,912
LAMA4,LAMC1,937
APOB,LAMC1,906
APOA1,LAMC1,903
C3,LAMC1,910
VGF,LAMC1,904
ARHGEF6,LAMC1,900
APOE,LAMC1,903
LAMA5,LAMC1,995
MRPS35,MRPL44,996
MRPS7,MRPL44,993
PTCD3,MRPL44,986
MRPS36,MRPL44,906
UQCRC1,COX5B,989
ATP5F1D,COX5B,976
NDUFB7,COX5B,992
SLC25A3,COX5B,778
NDUFS7,COX5B,919
NDUFB3,COX5B,795
COX6B1,COX5B,999
PMPCB,COX5B,971
NDUFA2,COX5B,745
NDUFA10,COX5B,809
MTHFD1,ALDH1L2,961
AAAS,SRSF1,914
SF3A1,SRSF1,967
SNRPD3,SRSF1,986
PHF5A,SRSF1,950
PABPN1,SRSF1,973
CSTF1,SRSF1,939
HNRNPL,SRSF1,998
SF3A2,SRSF1,995
C1QBP,SRSF1,914
DDX5,SRSF1,977
PRPF19,SRSF1,981
SRSF9,SRSF1,998
NUP155,SRSF1,905
SF3B6,SRSF1,951
TARDBP,SRSF1,963
DDX39A,SRSF1,967
SNRPA,SRSF1,968
SNRPC,SRSF1,969
SYMPK,SRSF1,940
SNRPB2,SRSF1,947
LSM8,SRSF1,950
LSM7,SRSF1,936
RBM39,SRSF1,729
FUS,SRSF1,954
SNRPA1,SRSF1,962
NUP210,SRSF1,900
PRPF38A,SRSF1,915
NDUFB4,NDUFB5,997
UQCRC1,NDUFB5,969
ATP5F1D,NDUFB5,937
NDUFB7,NDUFB5,999
NDUFS7,NDUFB5,999
NDUFB3,NDUFB5,999
COX6B1,NDUFB5,759
NDUFA2,NDUFB5,999
NDUFA10,NDUFB5,999
COX5B,NDUFB5,912
ERLEC1,UGGT1,757
MOGS,UGGT1,876
CANX,UGGT1,894
PSMD8,ECPAS,918
PSMD10,ECPAS,779
PSMD7,ECPAS,757
TMOD2,TMOD1,902
RRAS,DAB2IP,928
TRAF2,DAB2IP,977
KRAS,DAB2IP,935
APOH,ORM1,727
VCL,ORM1,900
CTSZ,ORM1,900
TIMP1,ORM1,910
CTSH,ORM1,901
ALDOC,ORM1,902
NFKB1,ORM1,901
LTA4H,ORM1,903
SPARC,ORM1,900
LTF,ORM1,927
HRG,ORM1,963
CTSD,ORM1,906
APOA1,ORM1,769
TTR,ORM1,755
ACTN4,ORM1,902
CHI3L1,ORM1,923
PSMA4,PSMB7,999
PSMC4,PSMB7,999
PSMD5,PSMB7,980
PSMD8,PSMB7,999
PSMA3,PSMB7,999
PSME2,PSMB7,990
PSMD10,PSMB7,951
PSMD7,PSMB7,999
PPP2CB,PSMB7,929
PSMA2,PSMB7,999
NFKB1,PSMB7,917
SKP1,PSMB7,941
RPN2,PSMB7,905
TRAF2,PSMB7,901
PSMC4,RPL35,784
EIF3D,RPL35,979
EIF5,RPL35,926
EIF3E,RPL35,954
RPL18A,RPL35,999
SEC61B,RPL35,983
RPL19,RPL35,999
RPS12,RPL35,999
RPN2,RPL35,905
SEC61A1,RPL35,993
SSR1,RPL35,902
MRPS7,RPL35,945
EIF3K,RPL35,952
RPS16,RPL35,999
EIF2S3,RPL35,948
EIF3G,RPL35,950
EEFSEC,RPL35,939
HSPBP1,RPL35,801
EIF2S1,RPL35,954
ARF5,DCTN3,902
FKBP4,DCTN3,900
DCTN6,DCTN3,995
YKT6,DCTN3,902
TUBA4A,DCTN3,900
COPB1,DCTN3,901
TUBG1,DCTN3,901
ACTR10,DCTN3,974
DYNC1LI2,DCTN3,907
ARF5,KLC4,905
ZW10,KLC4,902
DCTN6,KLC4,900
BNIP1,KLC4,900
COPB1,KLC4,901
ACTR10,KLC4,914
DYNC1LI2,KLC4,940
DCTN3,KLC4,900
DECR1,GMPR,826
ATIC,GMPR,940
AMPD2,GMPR,948
NT5E,GMPR,734
NFKB1,RIPK1,962
EIF2AK2,RIPK1,814
TRAF2,RIPK1,999
TUBB1,TUBB2B,909
TBCB,TUBB2B,947
ARL2,TUBB2B,934
TUBA4A,TUBB2B,978
CCT7,TUBB2B,933
VCL,GGH,901
MAPK1,GGH,904
ARSA,GGH,902
CTSG,GGH,900
GSTZ1,GGH,905
PYGB,GGH,902
CTSZ,GGH,927
CTSH,GGH,921
MPO,GGH,900
ALDOC,GGH,903
NFKB1,GGH,900
CTSC,GGH,909
LTA4H,GGH,900
LTF,GGH,901
CTSD,GGH,907
TTR,GGH,913
GSTM2,GGH,902
C3,GGH,900
PYCARD,GGH,903
ACLY,GGH,902
ACTR10,GGH,900
CHI3L1,GGH,908
GSTM5,GGH,902
GSTM3,GGH,902
GNS,GGH,903
ORM1,GGH,900
MAPK1,SDCBP,908
ARSA,SDCBP,905
CTSG,SDCBP,900
PYGB,SDCBP,902
AIMP2,SDCBP,815
MPO,SDCBP,903
EFNB3,SDCBP,941
CTSC,SDCBP,905
TTR,SDCBP,900
C3,SDCBP,904
PYCARD,SDCBP,900
ACLY,SDCBP,903
ACTR10,SDCBP,907
GNS,SDCBP,908
GGH,SDCBP,906
APOE,SORL1,907
DECR1,FDX1,725
ITGA3,THBS1,944
DCN,THBS1,823
ITGB4,THBS1,702
TIMP1,THBS1,978
SPARC,THBS1,970
HRG,THBS1,973
LRP1,THBS1,785
ACTN4,THBS1,909
ORM1,THBS1,908
PLCG1,ITPKA,926
RCN1,ADAM10,900
SLC2A3,ADAM10,905
SERPIND1,ADAM10,902
LGALS1,ADAM10,900
ATP6V1D,ADAM10,900
PGRMC1,ADAM10,904
TIMP1,ADAM10,967
SCG3,ADAM10,900
LAMB1,ADAM10,902
WFS1,ADAM10,900
MLEC,ADAM10,902
TMEM30A,ADAM10,907
APOB,ADAM10,906
APOA1,ADAM10,905
C3,ADAM10,917
VGF,ADAM10,900
SNAP23,ADAM10,922
COPB1,ADAM10,902
APOE,ADAM10,950
SNAP25,ADAM10,907
LAMC1,ADAM10,908
GOT2,KYAT3,749
ERLEC1,RTCA,861
RTCB,RTCA,798
FBL,RTCA,855
RRP9,RTCA,948
MRPS7,RTCA,735
RPS16,RTCA,754
GRWD1,RTCA,744
ACLY,RTCA,710
CTSZ,PREB,908
CTSC,PREB,911
LMAN1,PREB,957
MRPS35,LRPPRC,845
PTCD3,LRPPRC,796
TACO1,LRPPRC,712
RP2,ARL3,971
SNAP29,DNAJC13,925
TMEM30A,DNAJC13,903
RAP1B,DNAJC13,901
BST2,DNAJC13,900
ITGA3,ITGAV,940
SLC2A3,ITGAV,906
ITGB4,ITGAV,935
MAPK1,ITGAV,945
ATP6V1D,ITGAV,900
PGRMC1,ITGAV,909
LAMB1,ITGAV,937
ITGB8,ITGAV,996
COL1A1,ITGAV,934
VTN,ITGAV,990
MLEC,ITGAV,904
TMEM30A,ITGAV,905
LAMA4,ITGAV,939
LRP1,ITGAV,930
SNAP23,ITGAV,902
ACTN4,ITGAV,709
LAMA5,ITGAV,780
SNAP25,ITGAV,903
PI4KA,ITGAV,900
PDGFRA,ITGAV,956
LAMC1,ITGAV,945
THBS1,ITGAV,867
ADAM10,ITGAV,931
VAMP3,SYT1,957
STX1B,SYT1,960
CHGA,SYT1,866
SLC32A1,SYT1,976
SLC17A7,SYT1,976
RAB3A,SYT1,981
STX1A,SYT1,999
WASL,SYT1,908
ARPC3,SYT1,910
APOB,SYT1,902
CLTA,SYT1,913
SNAP23,SYT1,807
HIP1R,SYT1,924
PPFIA1,SYT1,937
SNAP25,SYT1,999
RAB3A,RAB21,913
RAB35,RAB21,917
RAB9B,RAB21,914
RAB22A,RAB21,920
SBF2,RAB21,957
VCL,LYZ,903
MAPK1,LYZ,915
ARSA,LYZ,902
CTSG,LYZ,946
PYGB,LYZ,901
CTSZ,LYZ,907
CTSH,LYZ,916
MPO,LYZ,950
ALDOC,LYZ,900
NFKB1,LYZ,916
CTSC,LYZ,921
LTA4H,LYZ,913
LTF,LYZ,973
CTSD,LYZ,917
TTR,LYZ,940
C3,LYZ,936
PYCARD,LYZ,917
ACLY,LYZ,900
ACTR10,LYZ,900
APCS,LYZ,930
CHI3L1,LYZ,907
GNS,LYZ,917
ORM1,LYZ,927
GGH,LYZ,908
SDCBP,LYZ,904
PSMA4,PSMC1,999
PSMC4,PSMC1,999
PSMD5,PSMC1,990
PSMD8,PSMC1,999
PSMA3,PSMC1,999
PSME2,PSMC1,986
TXNL1,PSMC1,860
PSMD10,PSMC1,999
PSMD7,PSMC1,999
PPP2CB,PSMC1,917
PSMA2,PSMC1,999
NFKB1,PSMC1,922
RPS12,PSMC1,777
SKP1,PSMC1,920
TRAF2,PSMC1,900
CCT7,PSMC1,757
PSMB7,PSMC1,999
ARSA,GALC,965
VCL,PEBP1,904
MAPK1,PEBP1,956
CSK,PEBP1,902
ZC3HAV1,PEBP1,900
RAP1B,PEBP1,903
RPS16,PEBP1,783
AP3B1,PEBP1,901
KRAS,PEBP1,953
STAG2,LMNB1,904
RPA3,LMNB1,857
ASF1A,LMNB1,918
RPA1,LMNB1,891
TERF2,LMNB1,904
CDIPT,GDE1,732
ZW10,NUP133,912
AAAS,NUP133,965
SNRPD3,NUP133,917
STAG2,NUP133,910
AGO2,NUP133,900
PPP2CB,NUP133,903
SRSF9,NUP133,913
NUP155,NUP133,999
NEK9,NUP133,904
DDX39A,NUP133,918
SYMPK,NUP133,921
NUP210,NUP133,979
HSPA12B,NUP133,901
IPO8,NUP133,926
DYNC1LI2,NUP133,900
SRSF1,NUP133,917
VCL,VWF,933
SERPIND1,VWF,945
MAPK1,VWF,932
TIMP1,VWF,947
CSK,VWF,902
SPARC,VWF,941
HRG,VWF,927
ZC3HAV1,VWF,901
RAP1B,VWF,921
ACTN4,VWF,915
AP3B1,VWF,901
KRAS,VWF,912
ORM1,VWF,904
THBS1,VWF,978
ITGAV,VWF,928
PEBP1,VWF,904
MAPK1,HEXB,901
ARSA,HEXB,917
CTSG,HEXB,912
PYGB,HEXB,903
MPO,HEXB,903
CTSC,HEXB,905
TTR,HEXB,905
C3,HEXB,900
PYCARD,HEXB,900
IDUA,HEXB,901
ACLY,HEXB,900
ACTR10,HEXB,903
GNS,HEXB,910
GGH,HEXB,902
SDCBP,HEXB,905
LYZ,HEXB,915
STUB1,UBE2K,965
SKP1,UBE2K,970
UBE3A,UBE2K,977
RNF114,UBE2K,904
TXNDC17,UBE2K,814
UBE2M,UBE2K,922
PSMA4,PPP2R5A,902
PSMC4,PPP2R5A,903
ZW10,PPP2R5A,902
PSMD5,PPP2R5A,902
PSMD8,PPP2R5A,900
PSMA3,PPP2R5A,915
PSME2,PPP2R5A,900
PSMD10,PPP2R5A,903
STAG2,PPP2R5A,903
PSMD7,PPP2R5A,902
PPP2CB,PPP2R5A,990
GSK3A,PPP2R5A,919
PSMA2,PPP2R5A,900
SKP1,PPP2R5A,900
APOB,PPP2R5A,900
PPP3R1,PPP2R5A,908
PIN1,PPP2R5A,900
KRAS,PPP2R5A,912
DYNC1LI2,PPP2R5A,902
PSMB7,PPP2R5A,900
PSMC1,PPP2R5A,902
NUP133,PPP2R5A,923
PSMA4,PSMA6,999
PSMC4,PSMA6,999
PSMD5,PSMA6,982
PSMD8,PSMA6,999
PSMA3,PSMA6,999
PSME2,PSMA6,988
PSMD10,PSMA6,953
PSMD7,PSMA6,999
PPP2CB,PSMA6,933
PSMA2,PSMA6,999
NFKB1,PSMA6,932
SKP1,PSMA6,958
RPN2,PSMA6,904
TRAF2,PSMA6,901
EIF2S3,PSMA6,764
CCT7,PSMA6,762
PSMB7,PSMA6,999
PSMC1,PSMA6,999
PPP2R5A,PSMA6,901
SF3A1,SNW1,977
SNRPD3,SNW1,997
PHF5A,SNW1,981
PABPN1,SNW1,975
CSTF1,SNW1,903
TSC2,SNW1,904
AGO2,SNW1,905
HNRNPL,SNW1,911
SF3A2,SNW1,988
DDX5,SNW1,987
PRPF19,SNW1,998
SRSF9,SNW1,911
SKP1,SNW1,920
SF3B6,SNW1,920
SNRPA,SNW1,979
SNRPC,SNW1,930
SYMPK,SNW1,928
SNRPB2,SNW1,995
LSM8,SNW1,922
LSM7,SNW1,911
FUS,SNW1,919
SNRPA1,SNW1,999
PRPF38A,SNW1,953
SRSF1,SNW1,930
FBL,IPO5,849
IPO8,IPO5,835
PSMA4,USP14,999
PSMC4,USP14,999
PSMD5,USP14,913
PSMD8,USP14,999
PSMA3,USP14,998
PSME2,USP14,909
TXNL1,USP14,891
PSMD10,USP14,979
PSMD7,USP14,999
PSMA2,USP14,998
USP5,USP14,881
UBE3A,USP14,710
XPO7,USP14,860
ECPAS,USP14,848
PSMB7,USP14,994
PSMC1,USP14,999
PSMA6,USP14,997
SLC1A4,SLC7A5,765
STX6,ARL1,922
COPB1,KPNA3,836
IPO8,KPNA3,850
IPO5,KPNA3,765
RTCB,RTRAF,999
FKBP3,RTRAF,765
PSMA3,RTRAF,882
FAM98A,RTRAF,996
PSMA4,PSMD11,999
PSMC4,PSMD11,999
PSMD5,PSMD11,988
PSMD8,PSMD11,999
PSMA3,PSMD11,999
PSME2,PSMD11,916
PSMD10,PSMD11,999
PSMD7,PSMD11,999
PPP2CB,PSMD11,905
PSMA2,PSMD11,999
NFKB1,PSMD11,938
SKP1,PSMD11,933
RPN2,PSMD11,915
TRAF2,PSMD11,903
RPS16,PSMD11,729
CCT7,PSMD11,745
ECPAS,PSMD11,744
PSMB7,PSMD11,999
PSMC1,PSMD11,999
PPP2R5A,PSMD11,902
PSMA6,PSMD11,999
USP14,PSMD11,999
PGLS,BLMH,802
ZW10,TAOK1,929
STAG2,TAOK1,906
PPP2CB,TAOK1,913
DYNC1LI2,TAOK1,902
NUP133,TAOK1,900
PPP2R5A,TAOK1,903
CAT,ALDH2,959
HSPB1,ERP29,774
NAA50,NAA25,899
TUBB1,PFDN1,900
PSMA2,PFDN1,706
PFN1,PFDN1,753
TUBA4A,PFDN1,900
CCT7,PFDN1,931
TUBB2B,PFDN1,900
HEBP1,GNB5,900
GNA11,GNB5,976
MAPK1,GNB5,726
C5,GNB5,900
GNB4,GNB5,907
C3,GNB5,900
CCT7,GNB5,930
EIF3D,EIF3J,993
EIF5,EIF3J,990
EIF3E,EIF3J,990
RPL18A,EIF3J,903
RPL19,EIF3J,907
RPS12,EIF3J,904
EIF3K,EIF3J,991
RPS16,EIF3J,906
EIF2S3,EIF3J,935
EIF3G,EIF3J,999
EIF2S1,EIF3J,974
RPL35,EIF3J,903
TECR,HACD3,963
SNX8,SNX1,853
SNX17,SNX1,730
SNX4,SNX1,839
DNAJC13,SNX1,820
MAPK1,FAF2,902
ARSA,FAF2,900
CTSG,FAF2,900
PYGB,FAF2,900
MPO,FAF2,900
CTSC,FAF2,902
TTR,FAF2,905
C3,FAF2,900
CANX,FAF2,789
PYCARD,FAF2,900
ACLY,FAF2,906
ACTR10,FAF2,901
GNS,FAF2,902
GGH,FAF2,908
SDCBP,FAF2,900
LYZ,FAF2,900
HEXB,FAF2,900
TUBA4A,TUBGCP3,953
TUBG1,TUBGCP3,999
DCTN3,TUBGCP3,900
SF3A1,RBM25,944
SNRPD3,RBM25,929
PHF5A,RBM25,865
PNN,RBM25,920
SF3A2,RBM25,961
PRPF19,RBM25,808
SRSF9,RBM25,705
SNRPA,RBM25,897
SNRPC,RBM25,933
SNRPB2,RBM25,839
LSM8,RBM25,778
LSM7,RBM25,829
RBM39,RBM25,837
SNRPA1,RBM25,949
SRSF1,RBM25,792
UQCRC1,ATP5F1B,959
ATP5F1D,ATP5F1B,999
TIMM13,ATP5F1B,903
TOMM22,ATP5F1B,970
ACO2,ATP5F1B,990
ATP6V1D,ATP5F1B,923
IDH3G,ATP5F1B,968
OGDH,ATP5F1B,790
SLC25A3,ATP5F1B,974
GAPDH,ATP5F1B,771
NDUFS7,ATP5F1B,716
GOT2,ATP5F1B,755
COX6B1,ATP5F1B,715
PMPCB,ATP5F1B,980
ATP6V1E1,ATP5F1B,850
COX5B,ATP5F1B,965
GABARAPL2,PIK3C3,985
INPP4A,PIK3C3,945
TSC2,PIK3C3,742
CDIPT,PIK3C3,932
VPS18,PIK3C3,794
PLCG1,PIK3C3,701
RBSN,PIK3C3,981
PI4KA,PIK3C3,933
RAB3A,RAB27B,910
RAB35,RAB27B,911
RAB9B,RAB27B,913
RAB22A,RAB27B,912
RAB21,RAB27B,915
RFC2,MCM4,868
MCM5,MCM4,999
SUPT16H,MCM4,768
RPA3,MCM4,979
ASF1A,MCM4,739
MSH2,MCM4,931
MSH6,MCM4,929
UNG,MCM4,739
RRM2B,MCM4,736
RPA1,MCM4,999
NASP,MCM4,905
MAPK1,SMAD2,981
SKP1,SMAD2,833
SNW1,SMAD2,966
HSPA12B,DNAJB6,935
TSC2,RHEB,999
GAPDH,RHEB,725
PIK3C3,RHEB,789
PSMA4,PSMB1,999
PSMC4,PSMB1,999
PSMD5,PSMB1,988
PSMD8,PSMB1,999
PSMA3,PSMB1,999
PSME2,PSMB1,987
PSMD10,PSMB1,929
PSMD7,PSMB1,999
PPP2CB,PSMB1,926
PSMA2,PSMB1,999
NFKB1,PSMB1,936
SKP1,PSMB1,959
RPN2,PSMB1,916
TRAF2,PSMB1,905
PSMB7,PSMB1,999
PSMC1,PSMB1,999
PPP2R5A,PSMB1,900
PSMA6,PSMB1,999
USP14,PSMB1,998
PSMD11,PSMB1,999
RPL18A,TRAM1,900
SEC61B,TRAM1,972
RPL19,TRAM1,900
RPS12,TRAM1,900
RPN2,TRAM1,925
SEC61A1,TRAM1,965
SSR1,TRAM1,955
LMAN1,TRAM1,786
RPS16,TRAM1,900
RPL35,TRAM1,900
XPO7,ARFGEF1,700
ARL1,ARFGEF1,985
ARF5,TMED2,920
ZW10,TMED2,902
CTSZ,TMED2,904
DCTN6,TMED2,900
YKT6,TMED2,908
CTSC,TMED2,904
BNIP1,TMED2,902
TFG,TMED2,913
COPB1,TMED2,918
LMAN1,TMED2,966
ACTR10,TMED2,912
DYNC1LI2,TMED2,900
DCTN3,TMED2,901
KLC4,TMED2,904
PREB,TMED2,933
FKBP3,YY1,757
AGO2,YY1,725
TFCP2,YY1,975
ABCB7,NUBP2,965
PFDN1,NUBP2,788
PSMA4,ELOB,933
PSMC4,ELOB,915
PSMD5,ELOB,907
PSMD8,ELOB,935
SUPT16H,ELOB,900
PSMA3,ELOB,943
PSME2,ELOB,916
PSMD10,ELOB,905
PSMD7,ELOB,930
STUB1,ELOB,926
PSMA2,ELOB,932
SKP1,ELOB,970
UBE3A,ELOB,925
RNF114,ELOB,902
UBE2M,ELOB,935
MSI1,ELOB,900
PSMB7,ELOB,926
PSMC1,ELOB,918
UBE2K,ELOB,925
PSMA6,ELOB,933
PSMD11,ELOB,948
PSMB1,ELOB,924
DNAJB1,DNAJA3,741
ITGB4,ITGA2B,892
VCL,ITGA2B,924
MAPK1,ITGA2B,916
CSK,ITGA2B,909
ITGB8,ITGA2B,880
VTN,ITGA2B,956
ZC3HAV1,ITGA2B,900
VASP,ITGA2B,768
RAP1B,ITGA2B,939
AP3B1,ITGA2B,901
KRAS,ITGA2B,905
THBS1,ITGA2B,933
ITGAV,ITGA2B,818
PEBP1,ITGA2B,901
VWF,ITGA2B,989
HEBP1,COTL1,806
VCL,ERP44,910
